customer_code	commercial_portfolio	business_unit
6525	less affluent	retail_bank
6526	less affluent	retail_bank
6527	less affluent	retail_bank
6528	less affluent	retail_bank
6529	less affluent	retail_bank
6530	less affluent	retail_bank
6531	less affluent	retail_bank
6532	less affluent	retail_bank
6533	less affluent	retail_bank
6534	less affluent	retail_bank
6535	less affluent	retail_bank
6536	less affluent	retail_bank
6537	less affluent	retail_bank
6538	less affluent	retail_bank
6539	less affluent	retail_bank
6540	less affluent	retail_bank
6541	less affluent	retail_bank
6542	less affluent	retail_bank
6543	less affluent	retail_bank
6544	less affluent	retail_bank
6545	less affluent	retail_bank
6546	less affluent	retail_bank
6547	less affluent	retail_bank
6548	less affluent	retail_bank
6549	less affluent	retail_bank
6550	less affluent	retail_bank
6551	less affluent	retail_bank
6552	less affluent	retail_bank
6553	less affluent	retail_bank
6554	less affluent	retail_bank
6555	less affluent	retail_bank
6556	less affluent	retail_bank
6557	less affluent	retail_bank
6558	less affluent	corporate_bank
6559	less affluent	retail_bank
6560	less affluent	retail_bank
6561	less affluent	retail_bank
6562	less affluent	retail_bank
6563	less affluent	retail_bank
6564	less affluent	retail_bank
6565	less affluent	corporate_bank
6566	less affluent	retail_bank
6567	less affluent	retail_bank
6568	less affluent	retail_bank
6569	less affluent	retail_bank
6570	less affluent	retail_bank
6571	less affluent	retail_bank
6572	less affluent	retail_bank
6573	less affluent	retail_bank
6574	less affluent	retail_bank
6575	less affluent	corporate_bank
6576	less affluent	retail_bank
6577	less affluent	corporate_bank
6578	less affluent	retail_bank
6579	less affluent	retail_bank
6580	less affluent	retail_bank
6581	less affluent	retail_bank
6582	less affluent	retail_bank
6583	less affluent	corporate_bank
6584	less affluent	retail_bank
6585	less affluent	retail_bank
6586	less affluent	retail_bank
6587	less affluent	corporate_bank
6588	less affluent	retail_bank
6589	less affluent	retail_bank
6590	less affluent	retail_bank
6591	less affluent	retail_bank
6592	less affluent	retail_bank
6593	less affluent	retail_bank
6594	less affluent	retail_bank
6595	less affluent	retail_bank
6596	less affluent	corporate_bank
6597	less affluent	retail_bank
6598	less affluent	retail_bank
6599	less affluent	retail_bank
6600	less affluent	corporate_bank
6601	less affluent	corporate_bank
6602	less affluent	retail_bank
6603	less affluent	retail_bank
6604	less affluent	retail_bank
6605	less affluent	retail_bank
6606	less affluent	retail_bank
6607	less affluent	retail_bank
6608	less affluent	corporate_bank
6609	less affluent	retail_bank
6610	less affluent	corporate_bank
6611	less affluent	retail_bank
6612	less affluent	retail_bank
6613	less affluent	retail_bank
6614	less affluent	retail_bank
6615	less affluent	retail_bank
6616	less affluent	retail_bank
6617	less affluent	retail_bank
6618	less affluent	retail_bank
6619	less affluent	retail_bank
6620	less affluent	retail_bank
6621	less affluent	retail_bank
6622	less affluent	retail_bank
6623	less affluent	retail_bank
6624	less affluent	retail_bank
6625	less affluent	corporate_bank
6626	less affluent	retail_bank
6627	less affluent	retail_bank
6628	less affluent	retail_bank
6629	less affluent	retail_bank
6630	less affluent	retail_bank
6631	less affluent	retail_bank
6632	less affluent	retail_bank
6633	less affluent	corporate_bank
6634	less affluent	retail_bank
6635	less affluent	corporate_bank
6636	less affluent	retail_bank
6637	less affluent	retail_bank
6638	less affluent	retail_bank
6639	less affluent	retail_bank
6640	less affluent	retail_bank
6641	less affluent	retail_bank
6642	less affluent	retail_bank
6643	less affluent	retail_bank
6644	less affluent	retail_bank
6645	less affluent	retail_bank
6646	less affluent	retail_bank
6647	less affluent	retail_bank
6648	less affluent	retail_bank
6649	less affluent	retail_bank
6650	less affluent	corporate_bank
6651	less affluent	retail_bank
6652	less affluent	retail_bank
6653	less affluent	corporate_bank
6654	less affluent	retail_bank
6655	less affluent	corporate_bank
6656	less affluent	retail_bank
6657	less affluent	corporate_bank
6658	less affluent	retail_bank
6659	less affluent	corporate_bank
6660	less affluent	retail_bank
6661	less affluent	retail_bank
6662	less affluent	corporate_bank
6663	less affluent	retail_bank
6664	less affluent	retail_bank
6665	less affluent	retail_bank
6666	less affluent	corporate_bank
6667	less affluent	corporate_bank
6668	less affluent	corporate_bank
6669	less affluent	retail_bank
6670	less affluent	retail_bank
6671	less affluent	retail_bank
6672	less affluent	retail_bank
6673	less affluent	retail_bank
6674	less affluent	retail_bank
6675	less affluent	retail_bank
6676	less affluent	retail_bank
6677	less affluent	retail_bank
6678	less affluent	retail_bank
6679	less affluent	retail_bank
6680	less affluent	retail_bank
6681	less affluent	retail_bank
6682	less affluent	corporate_bank
6683	less affluent	retail_bank
6684	less affluent	retail_bank
6685	less affluent	retail_bank
6686	less affluent	corporate_bank
6687	less affluent	retail_bank
6688	less affluent	retail_bank
6689	less affluent	retail_bank
6690	less affluent	retail_bank
6691	less affluent	retail_bank
6692	less affluent	corporate_bank
6693	less affluent	retail_bank
6694	less affluent	retail_bank
6695	less affluent	retail_bank
6696	less affluent	retail_bank
6697	less affluent	retail_bank
6698	less affluent	corporate_bank
6699	less affluent	retail_bank
6700	less affluent	retail_bank
6701	less affluent	retail_bank
6702	less affluent	retail_bank
6703	less affluent	corporate_bank
6704	less affluent	retail_bank
6705	less affluent	retail_bank
6706	less affluent	retail_bank
6707	less affluent	retail_bank
6708	less affluent	corporate_bank
6709	less affluent	corporate_bank
6710	less affluent	retail_bank
6711	less affluent	retail_bank
6712	less affluent	retail_bank
6713	less affluent	retail_bank
6714	less affluent	retail_bank
6715	less affluent	retail_bank
6716	less affluent	retail_bank
6717	less affluent	retail_bank
6718	less affluent	retail_bank
6719	less affluent	retail_bank
6720	less affluent	retail_bank
6721	less affluent	retail_bank
6722	less affluent	retail_bank
6723	less affluent	retail_bank
6724	less affluent	retail_bank
6725	less affluent	retail_bank
6726	less affluent	retail_bank
6727	less affluent	corporate_bank
6728	less affluent	retail_bank
6729	less affluent	retail_bank
6730	less affluent	retail_bank
6731	less affluent	retail_bank
6732	less affluent	retail_bank
6733	less affluent	retail_bank
6734	less affluent	corporate_bank
6735	less affluent	retail_bank
6736	less affluent	retail_bank
6737	less affluent	retail_bank
6738	less affluent	retail_bank
6739	less affluent	retail_bank
6740	less affluent	retail_bank
6741	less affluent	corporate_bank
6742	less affluent	retail_bank
6743	less affluent	corporate_bank
6744	less affluent	retail_bank
6745	less affluent	retail_bank
6746	less affluent	retail_bank
6747	less affluent	corporate_bank
6748	less affluent	corporate_bank
6749	less affluent	retail_bank
6750	less affluent	retail_bank
6751	less affluent	corporate_bank
6752	less affluent	retail_bank
6753	less affluent	retail_bank
6754	less affluent	retail_bank
6755	less affluent	retail_bank
6756	less affluent	retail_bank
6757	less affluent	retail_bank
6758	less affluent	retail_bank
6759	less affluent	retail_bank
6760	less affluent	corporate_bank
6761	less affluent	retail_bank
6762	less affluent	retail_bank
6763	less affluent	retail_bank
6764	less affluent	retail_bank
6765	less affluent	retail_bank
6766	less affluent	retail_bank
6767	less affluent	retail_bank
6768	less affluent	retail_bank
6769	less affluent	retail_bank
6770	less affluent	retail_bank
6771	less affluent	retail_bank
6772	less affluent	corporate_bank
6773	less affluent	retail_bank
6774	less affluent	retail_bank
6775	less affluent	retail_bank
6776	less affluent	corporate_bank
6777	less affluent	retail_bank
6778	less affluent	retail_bank
6779	less affluent	corporate_bank
6780	less affluent	retail_bank
6781	less affluent	corporate_bank
6782	less affluent	corporate_bank
6783	less affluent	retail_bank
6784	less affluent	corporate_bank
6785	less affluent	retail_bank
6786	less affluent	retail_bank
6787	less affluent	retail_bank
6788	less affluent	retail_bank
6789	less affluent	retail_bank
6790	less affluent	retail_bank
6791	less affluent	retail_bank
6792	less affluent	retail_bank
6793	less affluent	retail_bank
6794	less affluent	retail_bank
6795	less affluent	retail_bank
6796	less affluent	retail_bank
6797	less affluent	retail_bank
6798	less affluent	retail_bank
6799	less affluent	retail_bank
6800	less affluent	retail_bank
6801	less affluent	retail_bank
6802	less affluent	retail_bank
6803	less affluent	retail_bank
6804	less affluent	corporate_bank
6805	less affluent	retail_bank
6806	less affluent	corporate_bank
6807	less affluent	retail_bank
6808	less affluent	retail_bank
6809	less affluent	corporate_bank
6810	less affluent	retail_bank
6811	less affluent	retail_bank
6812	less affluent	retail_bank
6813	less affluent	retail_bank
6814	less affluent	retail_bank
6815	less affluent	retail_bank
6816	less affluent	retail_bank
6817	less affluent	retail_bank
6818	less affluent	corporate_bank
6819	less affluent	retail_bank
6820	less affluent	retail_bank
6821	less affluent	corporate_bank
6822	less affluent	retail_bank
6823	less affluent	retail_bank
6824	less affluent	retail_bank
6825	less affluent	retail_bank
6826	less affluent	retail_bank
6827	less affluent	retail_bank
6828	less affluent	corporate_bank
6829	less affluent	retail_bank
6830	less affluent	corporate_bank
6831	less affluent	corporate_bank
6832	less affluent	retail_bank
6833	less affluent	retail_bank
6834	less affluent	corporate_bank
6835	less affluent	retail_bank
6836	less affluent	retail_bank
6837	less affluent	retail_bank
6838	less affluent	corporate_bank
6839	less affluent	corporate_bank
6840	less affluent	retail_bank
6841	less affluent	retail_bank
6842	less affluent	corporate_bank
6843	less affluent	retail_bank
6844	less affluent	retail_bank
6845	less affluent	corporate_bank
6846	less affluent	retail_bank
6847	less affluent	retail_bank
6848	less affluent	retail_bank
6849	less affluent	retail_bank
6850	less affluent	retail_bank
6851	less affluent	retail_bank
6852	less affluent	retail_bank
6853	less affluent	retail_bank
6854	less affluent	retail_bank
6855	less affluent	retail_bank
6856	less affluent	retail_bank
6857	less affluent	retail_bank
6858	less affluent	retail_bank
6859	less affluent	retail_bank
6860	less affluent	retail_bank
6861	less affluent	retail_bank
6862	less affluent	corporate_bank
6863	less affluent	retail_bank
6864	less affluent	retail_bank
6865	less affluent	retail_bank
6866	less affluent	retail_bank
6867	less affluent	retail_bank
6868	less affluent	retail_bank
6869	less affluent	retail_bank
6870	less affluent	retail_bank
6871	less affluent	retail_bank
6872	less affluent	corporate_bank
6873	less affluent	retail_bank
6874	less affluent	retail_bank
6875	less affluent	retail_bank
6876	less affluent	retail_bank
6877	less affluent	retail_bank
6878	less affluent	retail_bank
6879	less affluent	retail_bank
6880	less affluent	retail_bank
6881	less affluent	retail_bank
6882	less affluent	retail_bank
6883	less affluent	retail_bank
6884	less affluent	retail_bank
6885	less affluent	retail_bank
6886	less affluent	retail_bank
6887	less affluent	retail_bank
6888	less affluent	retail_bank
6889	less affluent	retail_bank
6890	less affluent	retail_bank
6891	less affluent	retail_bank
6892	less affluent	corporate_bank
6893	less affluent	retail_bank
6894	less affluent	retail_bank
6895	less affluent	retail_bank
6896	less affluent	corporate_bank
6897	less affluent	corporate_bank
6898	less affluent	retail_bank
6899	less affluent	corporate_bank
6900	less affluent	retail_bank
6901	less affluent	retail_bank
6902	less affluent	corporate_bank
6903	less affluent	retail_bank
6904	less affluent	corporate_bank
6905	less affluent	corporate_bank
6906	less affluent	retail_bank
6907	less affluent	retail_bank
6908	less affluent	retail_bank
6909	less affluent	retail_bank
6910	less affluent	retail_bank
6911	less affluent	retail_bank
6912	less affluent	retail_bank
6913	less affluent	retail_bank
6914	less affluent	retail_bank
6915	less affluent	corporate_bank
6916	less affluent	retail_bank
6917	less affluent	retail_bank
6918	less affluent	retail_bank
6919	less affluent	retail_bank
6920	less affluent	retail_bank
6921	less affluent	retail_bank
6922	less affluent	retail_bank
6923	less affluent	corporate_bank
6924	less affluent	corporate_bank
6925	less affluent	corporate_bank
6926	less affluent	retail_bank
6927	less affluent	retail_bank
6928	less affluent	retail_bank
6929	less affluent	retail_bank
6930	less affluent	retail_bank
6931	less affluent	corporate_bank
6932	less affluent	retail_bank
6933	less affluent	retail_bank
6934	less affluent	retail_bank
6935	less affluent	retail_bank
6936	less affluent	retail_bank
6937	less affluent	retail_bank
6938	less affluent	retail_bank
6939	less affluent	retail_bank
6940	less affluent	retail_bank
6941	less affluent	corporate_bank
6942	less affluent	retail_bank
6943	less affluent	corporate_bank
6944	less affluent	retail_bank
6945	less affluent	retail_bank
6946	less affluent	retail_bank
6947	less affluent	retail_bank
6948	less affluent	retail_bank
6949	less affluent	retail_bank
6950	less affluent	retail_bank
6951	less affluent	retail_bank
6952	less affluent	retail_bank
6953	less affluent	retail_bank
6954	less affluent	corporate_bank
6955	less affluent	retail_bank
6956	less affluent	retail_bank
6957	less affluent	retail_bank
6958	less affluent	retail_bank
6959	less affluent	retail_bank
6960	less affluent	retail_bank
6961	less affluent	retail_bank
6962	less affluent	corporate_bank
6963	less affluent	retail_bank
6964	less affluent	corporate_bank
6965	less affluent	retail_bank
6966	less affluent	retail_bank
6967	less affluent	corporate_bank
6968	less affluent	corporate_bank
6969	less affluent	retail_bank
6970	less affluent	retail_bank
6971	less affluent	corporate_bank
6972	less affluent	retail_bank
6973	less affluent	corporate_bank
6974	less affluent	retail_bank
6975	less affluent	retail_bank
6976	less affluent	retail_bank
6977	less affluent	retail_bank
6978	less affluent	retail_bank
6979	less affluent	retail_bank
6980	less affluent	corporate_bank
6981	less affluent	retail_bank
6982	less affluent	retail_bank
6983	less affluent	retail_bank
6984	less affluent	corporate_bank
6985	less affluent	retail_bank
6986	less affluent	retail_bank
6987	less affluent	corporate_bank
6988	less affluent	retail_bank
6989	less affluent	corporate_bank
6990	less affluent	retail_bank
6991	less affluent	retail_bank
6992	less affluent	retail_bank
6993	less affluent	corporate_bank
6994	less affluent	corporate_bank
6995	less affluent	corporate_bank
6996	less affluent	corporate_bank
6997	less affluent	corporate_bank
6998	less affluent	corporate_bank
6999	less affluent	retail_bank
7000	less affluent	corporate_bank
7001	less affluent	retail_bank
7002	less affluent	retail_bank
7003	less affluent	retail_bank
7004	less affluent	retail_bank
7005	less affluent	retail_bank
7006	less affluent	corporate_bank
7007	less affluent	corporate_bank
7008	less affluent	retail_bank
7009	less affluent	corporate_bank
7010	less affluent	retail_bank
7011	less affluent	corporate_bank
7012	less affluent	corporate_bank
7013	less affluent	retail_bank
7014	less affluent	retail_bank
7015	less affluent	retail_bank
7016	less affluent	retail_bank
7017	less affluent	corporate_bank
7018	less affluent	retail_bank
7019	less affluent	corporate_bank
7020	less affluent	retail_bank
7021	less affluent	retail_bank
7022	less affluent	retail_bank
7023	less affluent	retail_bank
7024	less affluent	retail_bank
7025	less affluent	corporate_bank
7026	less affluent	retail_bank
7027	less affluent	retail_bank
7028	less affluent	retail_bank
7029	less affluent	retail_bank
7030	less affluent	retail_bank
7031	less affluent	corporate_bank
7032	less affluent	retail_bank
7033	less affluent	retail_bank
7034	less affluent	retail_bank
7035	less affluent	retail_bank
7036	less affluent	retail_bank
7037	less affluent	retail_bank
7038	less affluent	corporate_bank
7039	less affluent	corporate_bank
7040	less affluent	corporate_bank
7041	less affluent	corporate_bank
7042	less affluent	retail_bank
7043	less affluent	corporate_bank
7044	less affluent	retail_bank
7045	less affluent	retail_bank
7046	less affluent	retail_bank
7047	less affluent	retail_bank
7048	less affluent	retail_bank
7049	less affluent	retail_bank
7050	less affluent	retail_bank
7051	less affluent	retail_bank
7052	less affluent	retail_bank
7053	less affluent	corporate_bank
7054	less affluent	corporate_bank
7055	less affluent	corporate_bank
7056	less affluent	retail_bank
7057	less affluent	corporate_bank
7058	less affluent	retail_bank
7059	less affluent	retail_bank
7060	less affluent	retail_bank
7061	less affluent	corporate_bank
7062	less affluent	retail_bank
7063	less affluent	corporate_bank
7064	less affluent	retail_bank
7065	less affluent	retail_bank
7066	less affluent	corporate_bank
7067	less affluent	retail_bank
7068	less affluent	corporate_bank
7069	less affluent	retail_bank
7070	less affluent	retail_bank
7071	less affluent	retail_bank
7072	less affluent	retail_bank
7073	less affluent	retail_bank
7074	less affluent	corporate_bank
7075	less affluent	corporate_bank
7076	less affluent	corporate_bank
7077	less affluent	corporate_bank
7078	less affluent	retail_bank
7079	less affluent	corporate_bank
7080	less affluent	corporate_bank
7081	less affluent	retail_bank
7082	less affluent	retail_bank
7083	less affluent	retail_bank
7084	less affluent	retail_bank
7085	less affluent	corporate_bank
7086	less affluent	retail_bank
7087	less affluent	corporate_bank
7088	less affluent	retail_bank
7089	less affluent	corporate_bank
7090	less affluent	retail_bank
7091	less affluent	retail_bank
7092	less affluent	retail_bank
7093	less affluent	retail_bank
7094	less affluent	retail_bank
7095	less affluent	corporate_bank
7096	less affluent	retail_bank
7097	less affluent	retail_bank
7098	less affluent	retail_bank
7099	less affluent	retail_bank
7100	less affluent	retail_bank
7101	less affluent	retail_bank
7102	less affluent	corporate_bank
7103	less affluent	corporate_bank
7104	less affluent	corporate_bank
7105	less affluent	corporate_bank
7106	less affluent	retail_bank
7107	less affluent	retail_bank
7108	less affluent	retail_bank
7109	less affluent	retail_bank
7110	less affluent	retail_bank
7111	less affluent	corporate_bank
7112	less affluent	retail_bank
7113	less affluent	corporate_bank
7114	less affluent	retail_bank
7115	less affluent	retail_bank
7116	less affluent	corporate_bank
7117	less affluent	retail_bank
7118	less affluent	corporate_bank
7119	less affluent	corporate_bank
7120	less affluent	retail_bank
7121	less affluent	retail_bank
7122	less affluent	corporate_bank
7123	less affluent	retail_bank
7124	less affluent	retail_bank
7125	less affluent	retail_bank
7126	less affluent	retail_bank
7127	less affluent	retail_bank
7128	less affluent	corporate_bank
7129	less affluent	corporate_bank
7130	less affluent	corporate_bank
7131	mass affluent	corporate_bank
7132	less affluent	retail_bank
7133	mass affluent	corporate_bank
7134	less affluent	retail_bank
7135	mass affluent	corporate_bank
7136	less affluent	retail_bank
7137	mass affluent	corporate_bank
7138	mass affluent	corporate_bank
7139	less affluent	retail_bank
7140	less affluent	corporate_bank
7141	less affluent	corporate_bank
7142	less affluent	retail_bank
7143	less affluent	retail_bank
7144	less affluent	corporate_bank
7145	less affluent	retail_bank
7146	less affluent	corporate_bank
7147	less affluent	retail_bank
7148	less affluent	corporate_bank
7149	less affluent	retail_bank
7150	mass affluent	corporate_bank
7151	less affluent	retail_bank
7152	less affluent	retail_bank
7153	less affluent	retail_bank
7154	less affluent	retail_bank
7155	less affluent	corporate_bank
7156	less affluent	corporate_bank
7157	less affluent	retail_bank
7158	more affluent	corporate_bank
7159	less affluent	retail_bank
7160	less affluent	retail_bank
7161	less affluent	corporate_bank
7162	less affluent	corporate_bank
7163	less affluent	retail_bank
7164	less affluent	retail_bank
7165	less affluent	retail_bank
7166	less affluent	retail_bank
7167	less affluent	retail_bank
7168	less affluent	retail_bank
7169	less affluent	retail_bank
7170	less affluent	retail_bank
7171	less affluent	retail_bank
7172	less affluent	retail_bank
7173	less affluent	retail_bank
7174	less affluent	corporate_bank
7175	less affluent	corporate_bank
7176	less affluent	retail_bank
7177	less affluent	retail_bank
7178	less affluent	retail_bank
7179	less affluent	retail_bank
7180	less affluent	corporate_bank
7181	less affluent	retail_bank
7182	less affluent	retail_bank
7183	less affluent	corporate_bank
7184	less affluent	corporate_bank
7185	less affluent	retail_bank
7186	less affluent	retail_bank
7187	less affluent	corporate_bank
7188	less affluent	retail_bank
7189	less affluent	retail_bank
7190	less affluent	retail_bank
7191	less affluent	retail_bank
7192	less affluent	corporate_bank
7193	less affluent	retail_bank
7194	less affluent	retail_bank
7195	less affluent	retail_bank
7196	less affluent	retail_bank
7197	less affluent	corporate_bank
7198	less affluent	retail_bank
7199	less affluent	retail_bank
7200	less affluent	corporate_bank
7201	less affluent	retail_bank
7202	less affluent	corporate_bank
7203	less affluent	retail_bank
7204	less affluent	corporate_bank
7205	less affluent	retail_bank
7206	less affluent	retail_bank
7207	less affluent	retail_bank
7208	less affluent	retail_bank
7209	less affluent	retail_bank
7210	less affluent	corporate_bank
7211	less affluent	corporate_bank
7212	less affluent	corporate_bank
7213	less affluent	retail_bank
7214	less affluent	retail_bank
7215	less affluent	retail_bank
7216	less affluent	retail_bank
7217	less affluent	corporate_bank
7218	less affluent	corporate_bank
7219	less affluent	retail_bank
7220	less affluent	retail_bank
7221	less affluent	retail_bank
7222	less affluent	retail_bank
7223	less affluent	retail_bank
7224	less affluent	retail_bank
7225	less affluent	corporate_bank
7226	less affluent	retail_bank
7227	less affluent	corporate_bank
7228	less affluent	retail_bank
7229	less affluent	corporate_bank
7230	less affluent	retail_bank
7231	less affluent	corporate_bank
7232	less affluent	retail_bank
7233	less affluent	retail_bank
7234	less affluent	retail_bank
7235	less affluent	retail_bank
7236	less affluent	retail_bank
7237	less affluent	retail_bank
7238	less affluent	retail_bank
7239	less affluent	retail_bank
7240	less affluent	retail_bank
7241	less affluent	retail_bank
7242	less affluent	retail_bank
7243	less affluent	retail_bank
7244	less affluent	corporate_bank
7245	less affluent	retail_bank
7246	less affluent	corporate_bank
7247	less affluent	retail_bank
7248	less affluent	retail_bank
7249	less affluent	retail_bank
7250	less affluent	retail_bank
7251	less affluent	corporate_bank
7252	less affluent	retail_bank
7253	less affluent	retail_bank
7254	less affluent	corporate_bank
7255	less affluent	retail_bank
7256	less affluent	retail_bank
7257	less affluent	retail_bank
7258	less affluent	retail_bank
7259	less affluent	retail_bank
7260	less affluent	retail_bank
7261	less affluent	retail_bank
7262	less affluent	retail_bank
7263	less affluent	corporate_bank
7264	less affluent	retail_bank
7265	less affluent	retail_bank
7266	less affluent	retail_bank
7267	less affluent	retail_bank
7268	less affluent	retail_bank
7269	less affluent	retail_bank
7270	less affluent	retail_bank
7271	less affluent	corporate_bank
7272	less affluent	corporate_bank
7273	less affluent	retail_bank
7274	less affluent	retail_bank
7275	less affluent	corporate_bank
7276	less affluent	retail_bank
7277	less affluent	retail_bank
7278	less affluent	retail_bank
7279	less affluent	corporate_bank
7280	less affluent	corporate_bank
7281	less affluent	retail_bank
7282	less affluent	retail_bank
7283	less affluent	retail_bank
7284	less affluent	retail_bank
7285	less affluent	retail_bank
7286	less affluent	retail_bank
7287	less affluent	retail_bank
7288	less affluent	retail_bank
7289	less affluent	retail_bank
7290	less affluent	corporate_bank
7291	less affluent	retail_bank
7292	less affluent	retail_bank
7293	less affluent	retail_bank
7294	less affluent	retail_bank
7295	less affluent	retail_bank
7296	less affluent	retail_bank
7297	less affluent	retail_bank
7298	less affluent	corporate_bank
7299	less affluent	retail_bank
7300	less affluent	corporate_bank
7301	less affluent	corporate_bank
7302	less affluent	retail_bank
7303	less affluent	retail_bank
7304	less affluent	retail_bank
7305	less affluent	retail_bank
7306	less affluent	retail_bank
7307	less affluent	retail_bank
7308	less affluent	retail_bank
7309	less affluent	retail_bank
7310	less affluent	corporate_bank
7311	less affluent	corporate_bank
7312	less affluent	retail_bank
7313	less affluent	retail_bank
7314	less affluent	retail_bank
7315	less affluent	retail_bank
7316	less affluent	corporate_bank
7317	less affluent	retail_bank
7318	less affluent	retail_bank
7319	less affluent	retail_bank
7320	less affluent	corporate_bank
7321	less affluent	retail_bank
7322	less affluent	corporate_bank
7323	less affluent	retail_bank
7324	less affluent	retail_bank
7325	less affluent	retail_bank
7326	less affluent	retail_bank
7327	less affluent	retail_bank
7328	less affluent	corporate_bank
7329	less affluent	retail_bank
7330	less affluent	corporate_bank
7331	less affluent	retail_bank
7332	less affluent	retail_bank
7333	less affluent	corporate_bank
7334	less affluent	retail_bank
7335	less affluent	retail_bank
7336	less affluent	retail_bank
7337	less affluent	retail_bank
7338	less affluent	retail_bank
7339	less affluent	retail_bank
7340	less affluent	retail_bank
7341	less affluent	retail_bank
7342	less affluent	retail_bank
7343	less affluent	corporate_bank
7344	less affluent	corporate_bank
7345	less affluent	retail_bank
7346	less affluent	retail_bank
7347	less affluent	retail_bank
7348	less affluent	retail_bank
7349	less affluent	retail_bank
7350	less affluent	corporate_bank
7351	less affluent	retail_bank
7352	less affluent	retail_bank
7353	less affluent	corporate_bank
7354	less affluent	retail_bank
7355	less affluent	retail_bank
7356	less affluent	retail_bank
7357	less affluent	retail_bank
7358	less affluent	retail_bank
7359	less affluent	corporate_bank
7360	less affluent	retail_bank
7361	less affluent	retail_bank
7362	less affluent	corporate_bank
7363	less affluent	retail_bank
7364	less affluent	corporate_bank
7365	less affluent	retail_bank
7366	less affluent	retail_bank
7367	less affluent	retail_bank
7368	less affluent	retail_bank
7369	less affluent	corporate_bank
7370	less affluent	retail_bank
7371	less affluent	retail_bank
7372	less affluent	retail_bank
7373	less affluent	retail_bank
7374	less affluent	retail_bank
7375	less affluent	retail_bank
7376	less affluent	corporate_bank
7377	less affluent	corporate_bank
7378	less affluent	retail_bank
7379	less affluent	retail_bank
7380	less affluent	retail_bank
7381	less affluent	corporate_bank
7382	less affluent	retail_bank
7383	less affluent	retail_bank
7384	less affluent	retail_bank
7385	less affluent	corporate_bank
7386	less affluent	retail_bank
7387	less affluent	retail_bank
7388	less affluent	retail_bank
7389	less affluent	corporate_bank
7390	less affluent	retail_bank
7391	less affluent	retail_bank
7392	less affluent	retail_bank
7393	less affluent	corporate_bank
7394	less affluent	retail_bank
7395	less affluent	corporate_bank
7396	less affluent	corporate_bank
7397	less affluent	retail_bank
7398	less affluent	retail_bank
7399	less affluent	retail_bank
7400	less affluent	corporate_bank
7401	less affluent	retail_bank
7402	less affluent	corporate_bank
7403	less affluent	retail_bank
7404	less affluent	corporate_bank
7405	less affluent	retail_bank
7406	less affluent	retail_bank
7407	less affluent	retail_bank
7408	less affluent	retail_bank
7409	less affluent	corporate_bank
7410	less affluent	retail_bank
7411	less affluent	retail_bank
7412	less affluent	retail_bank
7413	less affluent	corporate_bank
7414	less affluent	retail_bank
7415	less affluent	corporate_bank
7416	less affluent	retail_bank
7417	less affluent	corporate_bank
7418	less affluent	retail_bank
7419	less affluent	corporate_bank
7420	less affluent	corporate_bank
7421	less affluent	retail_bank
7422	less affluent	corporate_bank
7423	less affluent	corporate_bank
7424	less affluent	retail_bank
7425	less affluent	retail_bank
7426	less affluent	corporate_bank
7427	less affluent	corporate_bank
7428	less affluent	retail_bank
7429	less affluent	retail_bank
7430	less affluent	retail_bank
7431	less affluent	corporate_bank
7432	less affluent	retail_bank
7433	less affluent	corporate_bank
7434	less affluent	retail_bank
7435	less affluent	corporate_bank
7436	less affluent	retail_bank
7437	less affluent	retail_bank
7438	less affluent	retail_bank
7439	less affluent	retail_bank
7440	less affluent	retail_bank
7441	less affluent	retail_bank
7442	less affluent	retail_bank
7443	less affluent	retail_bank
7444	less affluent	corporate_bank
7445	less affluent	retail_bank
7446	less affluent	corporate_bank
7447	less affluent	corporate_bank
7448	less affluent	retail_bank
7449	less affluent	retail_bank
7450	less affluent	corporate_bank
7451	less affluent	corporate_bank
7452	less affluent	retail_bank
7453	less affluent	retail_bank
7454	less affluent	retail_bank
7455	less affluent	retail_bank
7456	less affluent	retail_bank
7457	less affluent	retail_bank
7458	less affluent	corporate_bank
7459	less affluent	corporate_bank
7460	less affluent	corporate_bank
7461	less affluent	retail_bank
7462	less affluent	corporate_bank
7463	less affluent	corporate_bank
7464	less affluent	retail_bank
7465	less affluent	corporate_bank
7466	less affluent	retail_bank
7467	less affluent	retail_bank
7468	less affluent	retail_bank
7469	less affluent	retail_bank
7470	less affluent	retail_bank
7471	less affluent	retail_bank
7472	less affluent	corporate_bank
7473	less affluent	retail_bank
7474	less affluent	retail_bank
7475	less affluent	retail_bank
7476	less affluent	retail_bank
7477	less affluent	retail_bank
7478	less affluent	corporate_bank
7479	less affluent	retail_bank
7480	less affluent	corporate_bank
7481	less affluent	retail_bank
7482	less affluent	corporate_bank
7483	less affluent	retail_bank
7484	less affluent	corporate_bank
7485	less affluent	retail_bank
7486	less affluent	corporate_bank
7487	less affluent	retail_bank
7488	less affluent	retail_bank
7489	less affluent	retail_bank
7490	less affluent	retail_bank
7491	less affluent	corporate_bank
7492	less affluent	retail_bank
7493	less affluent	corporate_bank
7494	less affluent	retail_bank
7495	less affluent	corporate_bank
7496	less affluent	retail_bank
7497	less affluent	corporate_bank
7498	less affluent	corporate_bank
7499	less affluent	corporate_bank
7500	less affluent	retail_bank
7501	less affluent	corporate_bank
7502	less affluent	retail_bank
7503	less affluent	corporate_bank
7504	less affluent	retail_bank
